"","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"619","2016M06","Variación anual","Índice general",-0.8
"620","2016M05","Variación anual","Índice general",-1
"621","2016M04","Variación anual","Índice general",-1.1
"622","2016M03","Variación anual","Índice general",-0.8
"623","2016M02","Variación anual","Índice general",-0.8
"624","2016M01","Variación anual","Índice general",-0.3
"625","2015M12","Variación anual","Índice general",0
"626","2015M11","Variación anual","Índice general",-0.3
"627","2015M10","Variación anual","Índice general",-0.7
"628","2015M09","Variación anual","Índice general",-0.9
"629","2015M08","Variación anual","Índice general",-0.4
"630","2015M07","Variación anual","Índice general",0.1
"631","2015M06","Variación anual","Índice general",0.1
"632","2015M05","Variación anual","Índice general",-0.2
"633","2015M04","Variación anual","Índice general",-0.6
"634","2015M03","Variación anual","Índice general",-0.7
"635","2015M02","Variación anual","Índice general",-1.1
"636","2015M01","Variación anual","Índice general",-1.3
"637","2014M12","Variación anual","Índice general",-1
"638","2014M11","Variación anual","Índice general",-0.4
"639","2014M10","Variación anual","Índice general",-0.1
"640","2014M09","Variación anual","Índice general",-0.2
"641","2014M08","Variación anual","Índice general",-0.5
"642","2014M07","Variación anual","Índice general",-0.3
"643","2014M06","Variación anual","Índice general",0.1
"644","2014M05","Variación anual","Índice general",0.2
"645","2014M04","Variación anual","Índice general",0.4
"646","2014M03","Variación anual","Índice general",-0.1
"647","2014M02","Variación anual","Índice general",0
"648","2014M01","Variación anual","Índice general",0.2
"649","2013M12","Variación anual","Índice general",0.3
"650","2013M11","Variación anual","Índice general",0.2
"651","2013M10","Variación anual","Índice general",-0.1
"652","2013M09","Variación anual","Índice general",0.3
"653","2013M08","Variación anual","Índice general",1.5
"654","2013M07","Variación anual","Índice general",1.8
"655","2013M06","Variación anual","Índice general",2.1
"656","2013M05","Variación anual","Índice general",1.7
"657","2013M04","Variación anual","Índice general",1.4
"658","2013M03","Variación anual","Índice general",2.4
"659","2013M02","Variación anual","Índice general",2.8
"660","2013M01","Variación anual","Índice general",2.7
"661","2012M12","Variación anual","Índice general",2.9
"662","2012M11","Variación anual","Índice general",2.9
"663","2012M10","Variación anual","Índice general",3.5
"664","2012M09","Variación anual","Índice general",3.4
"665","2012M08","Variación anual","Índice general",2.7
"666","2012M07","Variación anual","Índice general",2.2
"667","2012M06","Variación anual","Índice general",1.9
"668","2012M05","Variación anual","Índice general",1.9
"669","2012M04","Variación anual","Índice general",2.1
"670","2012M03","Variación anual","Índice general",1.9
"671","2012M02","Variación anual","Índice general",2
"672","2012M01","Variación anual","Índice general",2
"673","2011M12","Variación anual","Índice general",2.4
"674","2011M11","Variación anual","Índice general",2.9
"675","2011M10","Variación anual","Índice general",3
"676","2011M09","Variación anual","Índice general",3.1
"677","2011M08","Variación anual","Índice general",3
"678","2011M07","Variación anual","Índice general",3.1
"679","2011M06","Variación anual","Índice general",3.2
"680","2011M05","Variación anual","Índice general",3.5
"681","2011M04","Variación anual","Índice general",3.8
"682","2011M03","Variación anual","Índice general",3.6
"683","2011M02","Variación anual","Índice general",3.6
"684","2011M01","Variación anual","Índice general",3.3
"685","2010M12","Variación anual","Índice general",3
"686","2010M11","Variación anual","Índice general",2.3
"687","2010M10","Variación anual","Índice general",2.3
"688","2010M09","Variación anual","Índice general",2.1
"689","2010M08","Variación anual","Índice general",1.8
"690","2010M07","Variación anual","Índice general",1.9
"691","2010M06","Variación anual","Índice general",1.5
"692","2010M05","Variación anual","Índice general",1.8
"693","2010M04","Variación anual","Índice general",1.5
"694","2010M03","Variación anual","Índice general",1.4
"695","2010M02","Variación anual","Índice general",0.8
"696","2010M01","Variación anual","Índice general",1
"697","2009M12","Variación anual","Índice general",0.8
"698","2009M11","Variación anual","Índice general",0.3
"699","2009M10","Variación anual","Índice general",-0.7
"700","2009M09","Variación anual","Índice general",-1
"701","2009M08","Variación anual","Índice general",-0.8
"702","2009M07","Variación anual","Índice general",-1.4
"703","2009M06","Variación anual","Índice general",-1
"704","2009M05","Variación anual","Índice general",-0.9
"705","2009M04","Variación anual","Índice general",-0.2
"706","2009M03","Variación anual","Índice general",-0.1
"707","2009M02","Variación anual","Índice general",0.7
"708","2009M01","Variación anual","Índice general",0.8
"709","2008M12","Variación anual","Índice general",1.4
"710","2008M11","Variación anual","Índice general",2.4
"711","2008M10","Variación anual","Índice general",3.6
"712","2008M09","Variación anual","Índice general",4.5
"713","2008M08","Variación anual","Índice general",4.9
"714","2008M07","Variación anual","Índice general",5.3
"715","2008M06","Variación anual","Índice general",5
"716","2008M05","Variación anual","Índice general",4.6
"717","2008M04","Variación anual","Índice general",4.2
"718","2008M03","Variación anual","Índice general",4.5
"719","2008M02","Variación anual","Índice general",4.4
"720","2008M01","Variación anual","Índice general",4.3
"721","2007M12","Variación anual","Índice general",4.2
"722","2007M11","Variación anual","Índice general",4.1
"723","2007M10","Variación anual","Índice general",3.6
"724","2007M09","Variación anual","Índice general",2.7
"725","2007M08","Variación anual","Índice general",2.2
"726","2007M07","Variación anual","Índice general",2.2
"727","2007M06","Variación anual","Índice general",2.4
"728","2007M05","Variación anual","Índice general",2.3
"729","2007M04","Variación anual","Índice general",2.4
"730","2007M03","Variación anual","Índice general",2.5
"731","2007M02","Variación anual","Índice general",2.4
"732","2007M01","Variación anual","Índice general",2.4
"733","2006M12","Variación anual","Índice general",2.7
"734","2006M11","Variación anual","Índice general",2.6
"735","2006M10","Variación anual","Índice general",2.5
"736","2006M09","Variación anual","Índice general",2.9
"737","2006M08","Variación anual","Índice general",3.7
"738","2006M07","Variación anual","Índice general",4
"739","2006M06","Variación anual","Índice general",3.9
"740","2006M05","Variación anual","Índice general",4
"741","2006M04","Variación anual","Índice general",3.9
"742","2006M03","Variación anual","Índice general",3.9
"743","2006M02","Variación anual","Índice general",4
"744","2006M01","Variación anual","Índice general",4.2
"745","2005M12","Variación anual","Índice general",3.7
"746","2005M11","Variación anual","Índice general",3.4
"747","2005M10","Variación anual","Índice general",3.5
"748","2005M09","Variación anual","Índice general",3.7
"749","2005M08","Variación anual","Índice general",3.3
"750","2005M07","Variación anual","Índice general",3.3
"751","2005M06","Variación anual","Índice general",3.1
"752","2005M05","Variación anual","Índice general",3.1
"753","2005M04","Variación anual","Índice general",3.5
"754","2005M03","Variación anual","Índice general",3.4
"755","2005M02","Variación anual","Índice general",3.3
"756","2005M01","Variación anual","Índice general",3.1
"757","2004M12","Variación anual","Índice general",3.2
"758","2004M11","Variación anual","Índice general",3.5
"759","2004M10","Variación anual","Índice general",3.6
"760","2004M09","Variación anual","Índice general",3.2
"761","2004M08","Variación anual","Índice general",3.3
"762","2004M07","Variación anual","Índice general",3.4
"763","2004M06","Variación anual","Índice general",3.5
"764","2004M05","Variación anual","Índice general",3.4
"765","2004M04","Variación anual","Índice general",2.7
"766","2004M03","Variación anual","Índice general",2.1
"767","2004M02","Variación anual","Índice general",2.1
"768","2004M01","Variación anual","Índice general",2.3
"769","2003M12","Variación anual","Índice general",2.6
"770","2003M11","Variación anual","Índice general",2.8
"771","2003M10","Variación anual","Índice general",2.6
"772","2003M09","Variación anual","Índice general",2.9
"773","2003M08","Variación anual","Índice general",3
"774","2003M07","Variación anual","Índice general",2.8
"775","2003M06","Variación anual","Índice general",2.7
"776","2003M05","Variación anual","Índice general",2.7
"777","2003M04","Variación anual","Índice general",3.1
"778","2003M03","Variación anual","Índice general",3.7
"779","2003M02","Variación anual","Índice general",3.8
"780","2003M01","Variación anual","Índice general",3.7
"781","2002M12","Variación anual","Índice general",4
"782","2002M11","Variación anual","Índice general",3.9
"783","2002M10","Variación anual","Índice general",4
"784","2002M09","Variación anual","Índice general",3.5
"785","2002M08","Variación anual","Índice general",3.6
"786","2002M07","Variación anual","Índice general",3.4
"787","2002M06","Variación anual","Índice general",3.4
"788","2002M05","Variación anual","Índice general",3.6
"789","2002M04","Variación anual","Índice general",3.6
"790","2002M03","Variación anual","Índice general",3.1
"791","2002M02","Variación anual","Índice general",3.1
"792","2002M01","Variación anual","Índice general",3.1
"793","2023M12","Variación en lo que va de año","Índice general",3.1
"794","2023M11","Variación en lo que va de año","Índice general",3.1
"795","2023M10","Variación en lo que va de año","Índice general",3.4
